id,kode_3_digit_id,kode_4_digit,judul,deskripsi
322,130,4782,"Perdagangan eceran kaki lima dan los pasar makanan, minuman dan produk tembakau hasil industri pengolahan","Subgolongan ini mencakup perdagangan eceran makanan, minuman dan produk tembakau hasil industri pengolahan di kaki lima atau los pasar. Subgolongan ini mencakup : - Perdagangan eceran beras- Perdagangan eceran roti, kue kering, kue basah dan sejenisnya - Perdagangan eceran kopi, gula pasir, gula merah dan sejenisnya - Perdagangan eceran tahu, tempe, tauco dan oncom- Perdagangan eceran daging olahan dan biota air olahan- Perdagangan eceran minuman- Perdagangan eceran rokok dan tembakau- Perdagangan eceran pakan ternak, pakan unggas dan pakan ikan - Perdagangan eceran makanan dan minuman ytdl"
323,130,4783,"Perdagangan eceran kaki lima dan los pasar tekstil, pakaian dan alas kaki","Subgolongan ini mencakup : - Perdagangan eceran tekstil, pakaian dan alas kaki di kaki lima atau los pasar - Perdagangan eceran pelengkap pakaian dan benang di kaki lima atau los pasar"
324,130,4784,"Perdagangan eceran kaki lima dan los pasar bahan kimia, farmasi, kosmetik dan ybdi",Subgolongan ini mencakup : - Perdagangan eceran bahan kimia di kaki lima atau los pasar - Perdagangan eceran farmasi di kaki lima atau los pasar- Perdagangan eceran jamu di kaki lima atau los pasar- Perdagangan eceran kosmetik di kaki lima atau los pasar- Perdagangan eceran pupuk dan pemberantas hama di kaki lima atau los pasar - Perdagangan eceran aromatik/penyegar (minyak atsiri) di kaki lima atau los pasar
325,130,4785,Perdagangan eceran kaki lima dan los pasar barang pribadi,"Subgolongan ini mencakup : - Perdagangan eceran kaca mata di kaki lima atau los pasar - Perdagangan eceran barang perhiasan di kaki lima atau los pasar - Perdagangan eceran jam di kaki lima atau los pasar- Perdagangan eceran tas, dompet, koper, ransel dan sejenisnya di kaki lima atau los pasar - Perdagangan eceran perlengkapan pengendara sepeda motor di kaki lima atau los pasar - Perdagangan eceran keperluan pribadi lainnya di kaki lima atau los pasar"
326,130,4786,Perdagangan eceran kaki lima dan los pasar perlengkapan rumah tangga,"Subgolongan ini mencakup : - Perdagangan eceran barang elektronik di kaki lima atau los pasar - Perdagangan eceran alat dan perlengkapan listrik di kaki lima atau los pasar - Perdagangan eceran barang pecah belah dan perlengkapan dapur dari plastik/melamin di kaki lima atau los pasar - Perdagangan eceran barang pecah belah dan perlengkapan dapur dari batu atau tanah liat di kaki lima atau los pasar - Perdagangan eceran barang pecah belah dan perlengkapan dapur dari kayu, bambu atau rotan di kaki lima atau los pasar - Perdagangan eceran barang pecah belah dan perlengkapan dapur bukan dari plastik, batu atau tanah liat, kayu, bambu atau rotan di kaki lima atau los pasar - Perdagangan eceran alat kebersihan di kaki lima atau los pasar - Perdagangan eceran perlengkapan rumah tangga lainnya di kaki lima atau los pasar"
327,130,4787,"Perdagangan eceran kaki lima dan los pasar kertas, barang dari kertas, alat tulis, barang cetakan, alat olahraga, alat musik, alat fotografi dan komputer","Subgolongan ini mencakup : - Perdagangan eceran kertas, karton dan barang dari kertas di kaki lima atau los pasar - Perdagangan eceran alat tulis menulis dan gambar di kaki lima atau los pasar - Perdagangan eceran hasil pencetakan dan penerbitan di kaki lima atau los pasar - Perdagangan eceran alat olahraga dan alat musik di kaki lima atau los pasar - Perdagangan eceran alat fotografi, alat optik dan perlengkapannya di kaki lima atau los pasar - Perdagangan eceran mesin kantor di kaki lima atau los pasar - Perdagangan eceran campuran kertas, karton, barang dari kertas, alat tulis menulis, alat gambar, hasil pencetakan dan penerbitan dan lainnya di kaki lima atau los pasar"
328,130,4788,"Perdagangan eceran kaki lima dan los pasar barang kerajinan, mainan anak-anak dan lukisan",Subgolongan ini mencakup : - Perdagangan eceran barang kerajinan di kaki lima atau los pasar - Perdagangan eceran mainan anak-anak di kaki lima atau los pasar - Perdagangan eceran lukisan di kaki lima atau los pasar
329,130,4789,Perdagangan eceran kaki lima dan los pasar barang lainnya dan barang bekas,"Subgolongan ini mencakup perdagangan eceran barang lainnya dan barang bekas di kaki lima dan los pasar. Subgolongan ini mencakup : - Perdagangan eceran hewan hidup di kaki lima dan los pasar - Perdagangan eceran bahan bakar minyak, gas, minyak pelumas dan bahan bakar lainnya di kaki lima dan los pasar - Perdagangan eceran barang antik di kaki lima dan los pasar - Perdagangan eceran barang bekas perlengkapan rumah tangga di kaki lima dan los pasar - Perdagangan eceran pakaian, alas kaki, perlengkapan pakaian dan barang perlengkapan pribadi bekas di kaki lima dan los pasar - Perdagangan eceran barang listrik dan elektronik bekas di kaki lima dan los pasar - Perdagangan eceran barang bekas campuran di kaki lima dan los pasar"
330,131,4791,Perdagangan eceran melalui pemesanan pos atau internet,"Dalam kegiatan perdagangan eceran melalui surat atau melalui internet (e-commerce), pembeli membuat pilihannya melalui iklan, katalog, informasi di website, contoh atau sarana iklan lainnya. Pembeli memesan melalui surat, telepon atau internet (biasanya melalui sarana khusus yang disediakan oleh website). Produk yang telah dibeli dapat langsung diambil (download) dari internet atau dikirim secara fisik ke pelanggan. Subgolongan ini mencakup : - Perdagangan eceran berbagai produk melalui pemesanan lewat surat - Perdagangan eceran berbagai produk melalui internet Subgolongan ini juga meliputi : - Perdagangan langsung melalui televisi, radio atau telepon - Pelelangan eceran lewat internet"
331,131,4792,Perdagangan Eceran Atas Dasar Balas Jasa (Fee) Atau Kontrak,"Subgolongan ini mencakup usaha pedagang perantara (makelar), seperti agen komisi perdagangan eceran yang menerima komisi dari pedagang eceran lainnya yang memperdagangkan barang-barang di dalam negeri atas nama pihak lain."
332,131,4799,"Perdagangan eceran bukan di toko, kios, kaki lima dan los pasar lainnya","Subgolongan ini mencakup :- Perdagangan eceran berbagai produk yang tidak termasuk subgolongan sebelumnya dengan cara menjual langsung atau melalui sales dari rumah ke rumah dan melalui mesin penjual dan lain-lain- Perdagangan eceran bahan bakar secara langsung (minyak pemanas, kayu bakar dan lain-lain), langsung dijual ke pemesan- Kegiatan pelelangan bukan toko (eceran)Subgolongan ini tidak mencakup :- Pengiriman produk oleh toko, lihat kelompok 471 s.d. 477"
333,132,4911,Angkutan Jalan Rel untuk Penumpang,"Subgolongan ini mencakup:- Angkutan penumpang melalui jalur rel kereta antar kota- Pengoperasian kereta tidur atau kereta makan sebagai operasi yang terpadu dari perusahaan kereta apiSubgolongan ini tidak mencakup:- Angkutan bus penumpang perkotaan, lihat 4921- Angkutan rel kereta perkotaan untuk penumpang, lihat 494- Kegiatan stasiun penumpang, lihat 5221- Pengoperasian kereta tidur atau kereta makan ketika beroperasi sebagai unit yang terpisah, lihat 5590, 5610"
334,132,4912,Angkutan Jalan Rel untuk Barang,"Subgolongan ini mencakup:- Angkutan barang melalui jalur utama jaringan rel kereta jarak jauh maupun jalur angkutan barang jarak pendekSubgolongan ini tidak mencakup:- Penyimpanan dan pergudangan, lihat 5210- Kegiatan terminal barang, lihat 5221- Bongkar muat/penanganan kargo, lihat 5224"
335,133,4921,Angkutan Bus Dalam Trayek,Subgolongan ini mencakup angkutan darat bus dalam trayek terdiri atas: - Angkutan lintas batas negara- Angkutan antarkota antarprovinsi- Angkutan antarkota dalam provinsi- Angkutan perkotaan- Angkutan perdesaan
336,133,4922,Angkutan bus Tidak Dalam Trayek,Subgolongan ini mencakup angkutan darat bus tidak dalam trayek terdiri atas:- Angkutan orang dengan tujuan tertentu- Angkutan orang untuk keperluan pariwisata- Angkutan orang di kawasan tertentu
337,134,4930,Angkutan Melalui Saluran Pipa,"Subgolongan ini mencakup:- Angkutan gas, cairan, air, lumpur, dan komoditas lainnya melalui saluran pipaSubgolongan ini juga mencakup:- Pengoperasian gardu pompaSubgolongan ini tidak mencakup:- Penyaluran gas alam atau olahan pabrik, air atau uap, lihat subgolongan 3520, 3530, 3600- Angkutan air, cairan dan lain-lain menggunakan truk, lihat subgolongan 4943"
338,135,4941,"Angkutan Darat Bukan Bus untuk Penumpang, Dalam Trayek",Subgolongan ini mencakup:- Angkutan darat untuk penumpang melalui sistem angkutan perkotaan atau perdesaan. Subgolongan ini mencakup berbagai moda angkutan darat bermotor bukan bus. Angkutan tersebut dalam trayek melalui rute normal dan menaikkan dan menurunkan penumpang pada tempat dan waktu yang tepat. 
339,135,4942,Angkutan Darat Lainnya untuk Penumpang,"Subgolongan ini mencakup angkutan darat lainnya untuk penumpang:- Pengoperasian taksi- Pengoperasian bajaj dan kancil- Pengoperasian ojek motor dan sepeda- Pengoperasian becak- Layanan carter, ekskursi, dan angkutan carter musiman lainnyaSubgolongan ini juga mencakup:- Penyewaan mobil/angkutan pribadi lainnya dengan sopir- Angkutan penumpang yang ditarik oleh manusia atau hewanSubgolongan ini tidak termasuk:- Angkutan ambulans, lihat 8690"
340,135,4943,Angkutan Darat untuk Barang,"Subgolongan ini mencakup semua operasional angkutan barang melalui darat.Subgolongan ini mencakup:- Angkutan darat untuk pengangkutan kayu gelondongan- Angkutan darat untuk pengangkutan barang persediaan- Angkutan darat untuk pengangkutan lemari es- Angkutan darat untuk pengangkutan barang berat- Angkutan darat untuk pengangkutan barang dalam jumlah besar, termasuk pengangkutan dalam truk tanker- Angkutan darat untuk pengangkutan kendaraan atau mobil- Angkutan darat untuk sampah dan sisa bangunan, tanpa pengumpulan atau pembuangan- Angkutan darat untuk bahan berbahaya dan beracun atau limbah bahan berbahaya dan beracunSubgolongan ini juga mencakup:- Angkutan untuk pemindahan perabot rumah tangga- Penyewaan truk dengan sopirnya- Angkutan barang dengan kendaraan yang ditarik hewan atau dikendalikan manusiaSubgolongan ini tidak mencakup:- Pengangkutan kayu dalam hutan, sebagai bagian operasi kayu, lihat 0240- Penyaluran air dengan truk, lihat 3600- Operasi fasilitas terminal untuk bongkar-muat barang/muatan, lihat 5221- Layanan pemasukan dan pengepakan untuk transportasi, lihat 5229- Kegiatan pos dan kurir, lihat 5310, 5320- Angkutan sampah/limbah sebagai bagian yang terintegrasi dengan kegiatan pengumpulan sampah, lihat 3811, 3812"
341,135,4944,Angkutan Jalan Rel Perkotaan dan Wisata untuk Penumpang,"Subgolongan ini mencakup usaha pengangkutan penumpang dengan berbagai moda angkutan jalan rel perkotaan. Termasuk angkutan jalan rel wisata.Subgolongan ini mencakup:- Angkutan rel untuk penumpang melalui sistem angkutan perkotaan. Subgolongan ini mencakup berbagai moda angkutan rel, seperti trem, monorel, kereta listrik, kereta bawah tanah, kereta layang dan lain-lain. Angkutan tersebut dalam trayek melalui rute normal dan menaikkan dan menurunkan penumpang pada tempat dan waktu yang tepat.Subgolongan ini juga mencakup:- Angkutan rel dengan jurusan kota ke bandara atau kota ke stasiun- Pengoperasian kereta gantung, kereta api bukit, kereta kabel (gondola) dan lainnya apabila merupakan bagian dari sistem trayek perkotaan atau perdesaanSubgolongan ini tidak mencakup:- Angkutan kereta api jarak jauh untuk penumpang , lihat 4911"
342,135,4945,Angkutan jalan rel lainnya,"Subgolongan ini mencakup pengoperasian kereta gantung, kereta api bukit, kereta kabel (gondola) dan lainnya apabila merupakan bukan bagian dari sistem trayek perkotaan."
343,136,5011,Angkutan laut dalam negeri untuk penumpang,"Subgolongan ini mencakup:- Angkutan laut dalam negeri untuk penumpang, baik terjadwal maupun tidak, seperti pengoperasian kapal untuk wisata, kapal pesiar atau perahu penjelajah, kapal wisata perahu"
344,136,5012,Angkutan Laut Luar Negeri untuk Penumpang,"Subgolongan ini mencakup:- Angkutan laut luar negeri untuk penumpang, baik terjadwal maupun tidak, seperti pengoperasian kapal untuk wisata, kapal pesiar atau perahu penjelajah, kapal wisata perahu, dan pengoperasian feri, taksi air dan lain-lain.Subgolongan ini juga mencakup:- Penyewaan kapal wisata dengan awak kapalnya (operator) untuk angkutan laut dan pesisir untuk (misalnya untuk pelayaran pemancingan)Subgolongan ini tidak mencakup:- Kegiatan rumah makan dan bar di kapal, bila disediakan oleh unit yang terpisah, lihat 5610 dan 5630- Pengoperasian tempat berjudi di atas kapal, lihat 9200"
345,136,5013,Angkutan laut dalam negeri untuk barang,"Subgolongan ini mencakup : - Angkutan laut dalam negeri untuk barang , baik terjadwal atau tidak - Angkutan menggunakan kapal barang, kapal minyak dan lain-lain Subgolongan ini tidak mencakup : - Tempat penyimpanan barang, lihat 5210- Pengoperasian pelabuhan dan kegiatan tambahan lainnya misalnya penambatan, pemanduan kapal, lighterage, kapal penyelamat, lihat 5222 - Bongkar muat barang, lihat 5224"
346,136,5014,Angkutan laut luar negeri untuk barang,"Subgolongan ini mencakup : - Angkatan laut luar negeri untuk barang, baik terjadwal atau tidak - Angkutan menggunakan kapal barang, kapal minyak dan lain-lain Subgolongan ini tidak mencakup : - Tempat penyimpanan barang, lihat 5210- Pengoperasian pelabuhan dan kegiatan tambahan lainnya misalnya dermaga, pilotage, pengangkutan dengan kapal tongkang, kapal penyelamat, lihat 5222 - Bongkar muat barang, lihat 5224"
347,137,5021,"Angkutan Sungai, Danau dan Penyeberangan untuk Penumpang","Subgolongan ini mencakup:- Angkutan penumpang melalui sungai, terusan (kanal), danau dan perairan dalam lainnya, termasuk angkutan di dalam pelabuhan.Subgolongan ini juga mencakup:- Menyewa perahu wisata dengan awak kapalnya untuk angkutan perairan dalam."
348,137,5022,"Angkutan Sungai, Danau dan Penyeberangan untuk Barang","Subgolongan ini mencakup:- Transportasi barang melalui sungai, kanal, danau dan perairan darat lainnya, termasuk di dalam pelabuhan dan pelabuhan."
349,138,5110,Angkutan udara untuk penumpang,"Subgolongan ini mencakup:- Angkutan udara untuk penumpang dengan jadwal dan rute reguler- Penerbangan carter untuk penumpang- Penerbangan wisata (melihat pemandangan) Subgolongan ini juga mencakup:- Penyewaan angkutan udara dengan operatornya untuk tujuan angkutan penumpang- Kegiatan penerbangan umum, seperti angkutan penumpang melalui perkumpulan udara untuk pendidikan atau wisata"
350,139,5120,Angkutan Udara untuk Kargo,Subgolongan ini mencakup:- Angkutan barang melalui udara dengan rute dan jadwal reguler- Angkutan barang tidak terjadwal melalui udara- Peluncuran satelit dan kendaraan ruang angkasa- Angkutan luar angkasaSubgolongan ini juga mencakup:- Penyewaan angkutan udara dengan operatornya untuk tujuan pengangkutan barang.
351,140,5210,Pergudangan dan Penyimpanan,"Subgolongan ini mencakup:- Pengoperasian fasilitas penyimpanan dan pergudangan untuk semua jenis barang, seperti pengoperasian gudang tertutup tempat penyimpan butir-butiran makanan ternak, gudang barang dagangan umum, gudang berpendingin, tangki penyimpanan (minyak, air dan lain-lain)- Penyimpanan barang di zona perdagangan luar negeri- Gudang pembekuan cepat (blast freezing)Subgolongan ini tidak termasuk:- Fasilitas parkir untuk kendaraan bermotor, lihat 5221- Pengoperasian real estat fasilitas penyimpanan/gudang, lihat 6811- Penyewaan ruang kosong, lihat 6811"
352,141,5221,Aktivitas Penunjang Angkutan Darat,"Subgolongan ini mencakup:- Kegiatan yang berhubungan dengan angkutan darat untuk penumpang, hewan atau barang, seperti pengoperasian fasilitas terminal seperti stasiun kereta api, terminal bus, terminal bongkar muat barang"
353,141,5222,Aktivitas Penunjang Angkutan Perairan,"Subgolongan ini mencakup kegiatan yang berhubungan dengan angkutan perairan untuk penumpang, hewan atau barang.Subgolongan ini mencakup:- Pengoperasian fasilitas terminal seperti pelabuhan dan dermaga- Pengoperasian penguncian jalur air dan lain-lain- Kegiatan navigasi, pemanduan pelayaran dan kegiatan berlabuhnya kapal- Kegiatan kapal lighterage- Kegiatan salvage/pekerjaan bawah air (PBA)- Kegiatan mercusuarSubgolongan ini tidak mencakup:- Bongkar muat barang, lihat 5224- Kegiatan dermaga marina, lihat 9324"
354,141,5223,Aktivitas Kebandarudaraan dan Jasa Pelayanan Navigasi Penerbangan,"Subgolongan ini mencakup kegiatan kebandarudaraan yang berhubungan dengan angkutan udara untuk penumpang, hewan atau barang. Subgolongan ini mencakup:- Pengoperasian fasilitas terminal misalnya anjungan bandara dan lain-lain- Kegiatan pengaturan bandara dan lalu lintas udara - Kegiatan pelayanan pendaratan di lapangan udara dan lain-lainSubgolongan ini juga mencakup:- Kegiatan pemadaman kebakaran dan pencegahan kebakaran di bandaraSubgolongan ini tidak mencakup:- Bongkar muat barang, lihat 5224- Pengoperasian sekolah penerbangan, lihat 853, 8549"
355,141,5224,Penanganan Kargo (bongkar muat barang),"Subgolongan ini mencakup:- Kegiatan memuat dan membongkar barang atau bagasi (barang penumpang ) terlepas dari moda transportasi yang digunakan untuk pengangkutan- Kegiatan bongkar muat kapal - Kegiatan bongkar muat gerbong kereta api barangSubgolongan ini tidak mencakup:- Pengoperasian fasilitas terminal, lihat 5221, 5222 dan 5223"
356,141,5229,Aktivitas Penunjang Angkutan Lainnya,"Subgolongan ini mencakup:- Ekspedisi muatan atau pengangkutan barang- Kegiatan mengatur atau mengorganisir pengoperasian angkutan dengan kereta api, darat, laut atau udara- Pengaturan kiriman atau muatan baik kelompok atau perorangan (termasuk pengambilan dan pengiriman barang, dan pengelompokan kiriman)- Kegiatan logistik, yaitu perencanaan, perancangan dan jasa penunjang angkutan, pergudangan dan pendistribusian- Penerbitan dan perolehan dokumen angkutan dan biaya kargo- Kegiatan agen bea cukai- Kegiatan agen ekspedisi pengiriman barang/kargo melalui laut dan udara- Perdagangan perantara (broker) kapal laut dan pesawat ruang angkasa- Pelaksanaan penanganan barang, misalnya pengemasan sementara untuk tujuan utama melindungi barang selama transit, pembongkaran, pengambilan sampel, penimbangan barang.Subgolongan ini tidak mencakup:- Kegiatan kurir, lihat 5320- Penetapan asuransi terhadap motor, kapal, penerbangan dan angkutan, lihat 6512- Kegiatan agen perjalanan, lihat 7911- Kegiatan penyelenggara perjalanan (tur), lihat 7912- Kegiatan pemandu wisata, lihat 7992"
357,142,5310,Aktivitas Pos,"Subgolongan ini mencakup kegiatan layanan pos yang beroperasi di bawah kewajiban pelayanan universal. Kegiatan yang dilakukan meliputi penggunaan infrastruktur layanan universal, termasuk lokasi ritel, fasilitas sortir dan pengolahan, dan rute operator untuk pengambilan dan pengiriman kiriman pos universal. Pengiriman meliputi surat, kartu pos, barang cetakan (koran, majalah, item iklan,barang cetakan dalam kantong khusus, dll), bungkusan kecil, paket, sekogram, barang atau dokumen. Termasuk juga jasa lain yang diperlukan untuk mendukung kewajiban pelayanan universal.Subgolongan ini mencakup:- Pengambilan, penyortiran, pengangkutan, dan pengiriman (domestik atau internasional) dengan layanan pos yang beroperasi di bawah kewajiban pelayanan universal, yang meliputi surat, kartupos, barang cetakan, dan bungkusan kecil (surat berisi barang) sampai dengan 2 kilogram, sekogram sampai dengan 7 kilogram, barang cetakan yang dikirim dalam kantong khusus yang ditujukan untuk penerima dengan alamat yang sama dengan berat sampai dengan 30 kilogram (M-bag), dan paket pos dengan berat sampai dengan 20 kilogramSubgolongan ini tidak mencakup:- Aktivitas giro pos, tabungan pos, dan kegiatan pengiriman uang, lihat 6419"
358,143,5320,Aktivitas Kurir,"Subgolongan ini mencakup usaha jasa pelayanan pengiriman barang yang dilakukan secara komersial selain kegiatan pengiriman pos universal.Subgolongan ini mencakup:- Pengambilan/pengumpulan, penyortiran/pemrosesan, pengangkutan dan pengiriman (domestik atau internasional) surat pos, dokumen, dan paket oleh perusahaan yang tidak beroperasi di bawah kewajiban pelayanan universal. Kegiatan ini dapat dilakukan melalui satu atau lebih moda transportasi baik dengan angkutan milik sendiri maupun angkutan umumSubgolongan ini juga mencakup:- Layanan antar ke rumah (door-to-door)- Layanan logistik pos (kegiatan perencanaan, penanganan, penyimpanan, pengurusan administrasi, pengelolaan informasi terhadap barang kiriman) yang dilaksanakan oleh penyelenggara pos- Layanan keagenanSubgolongan ini tidak mencakup:- Pengangkutan barang, lihat (berdasarkan moda transportasi) 4912, 4943, 5013, 5022, 5120- Kegiatan pengiriman uang, lihat 6419- Layanan logistik selain pos, lihat 5229"
359,144,5511,Hotel Bintang,Subgolongan ini mencakup usaha penyediaan akomodasi yang memenuhi ketentuan sebagai hotel bintang yang ditetapkan dalam surat keputusan instansi yang membinanya.
360,144,5512,Hotel Melati,Subgolongan ini mencakup usaha penyediaan akomodasi yang memenuhi ketentuan sebagai hotel melati yang ditetapkan dalam surat keputusan instansi yang membinanya.
361,144,5513,Pondok Wisata,Subgolongan ini mencakup usaha penyediaan akomodasi pondok wisata (home stay).
362,144,5519,Penyediaan Akomodasi jangka pendek lainnya,"Subgolongan ini mencakup usaha penyediaan akomodasi jangka pendek lainnya seperti penginapan remaja (Youth Hostel), vila, bungalo, cottage, bumi perkemahan, taman atau persinggahan karavan atau trailer dan lain-lain. Termasuk motel dan pondok tamu (guesthouse)."
363,145,5590,Penyediaan akomodasi lainnya,"Subgolongan ini mencakup penyediaan akomodasi untuk jangka yang lebih lama atau sementara baik kamar sendiri atau kamar bersama atau asrama untuk pelajar, pekerja musiman dan sejenisnya. Termasuk kegiatan penyediaan akomodasi ini mencakup tempat tinggal pelajar, asrama sekolah, asrama atau pondok pekerja dan rumah kost."
364,146,5610,Restoran dan penyediaan makanan keliling,"Subgolongan ini mencakup kegiatan yang menyediakan jasa makanan kepada pembeli, baik pembeli disediakan makanan saat duduk atau pembeli mengambil sendiri dari tempat makanan yang telah tersedia, atau pembeli makan makanan yang telah disediakan sesuai pesanan di tempat tersebut, dibawa pulang atau diantar ke rumah. Subgolongan ini mencakup penyediaan jasa makanan untuk dikonsumsi segera (siap saji) baik dengan menggunakan kendaraan bermotor maupun tidak, atau gerobak dorong.Subgolongan ini mencakup :- Restoran- Kantin / kafetaria- Restoran cepat saji- Layanan pesan antar pizza- Tempat penjualan makanan kaki lima- Mobil es krim- Makanan dengan gerobak dorong- Makanan siap saji di pasar atau supermarket- Kegiatan bar dan restoran yang berhubungan dengan angkutan, apabila dikelola secara terpisahSubgolongan ini tidak mencakup :- Pengoperasian fasilitas makanan, kegiatan penyediaan makanan atas dasar konsesi, lihat 5629"
365,147,5621,Jasa Boga Untuk Suatu Event Tertentu (Event Catering),"Subgolongan ini mencakup penyediaan jasa makanan atas dasar kontrak perjanjian dengan pelanggan, lokasi ditentukan oleh pelanggan untuk suatu event tertentu.Subgolongan ini mencakup:- Katering untuk event atau kegiatan tertentuSubgolongan ini tidak mencakup:- Industri dari jenis makanan yang tidak tahan lama untuk dijual kembali, lihat 1079- Perdagangan eceran jenis makanan yang tidak tahan lama, lihat golongan pokok 47"
366,147,5629,Penyediaan Jasa Boga Periode Tertentu,"Subgolongan ini mencakup jasa katering yaitu jasa penyediaan makanan atas dasar kontrak perjanjian dengan pelanggan, untuk periode waktu tertentu. Termasuk jasa katering berdasarkan perjanjian di fasilitas olahraga dan tempat lain yang sejenis.Subgolongan ini mencakup:- Kegiatan kontraktor jasa makanan (misalnya untuk perusahaan transportasi)- Kegiatan jasa katering berdasarkan perjanjian di fasilitas olahraga dan fasilitas sejenis- Kegiatan kantin atau kafetaria (misalnya untuk pabrik, perkantoran, rumah sakit atau sekolah) atas dasar konsesi- Kegiatan jasa katering yang melayani rumah tanggaSubgolongan ini tidak mencakup:- Industri dari jenis makanan yang tidak tahan lama untuk dijual kembali, lihat 1079- Perdagangan eceran jenis-jenis makanan yang tidak tahan lama, lihat golongan pokok 47"
367,148,5630,Penyediaan minuman,"Subgolongan ini mencakup kegiatan menyiapkan dan menyajikan minuman untuk dikonsumsi di tempat sesuai pesanan.Subgolongan ini mencakup kegitan:- Bar dan pub- Kedai minuman- Kedai koktil- Diskotek (yang utamanya layanan minuman)- Kedai kopi- Penjual minuman keliling dan sejenisnyaSubgolongan ini tidak mencakup:- Penjualan ulang minuman yang sudah dikemas atau disiapkan, lihat 4711, 4722, 4791, 4799- Diskotek tanpa layanan jasa minuman, lihat 9329"
368,149,5811,Penerbitan buku,"Subgolongan ini mencakup kegiatan penerbitan buku dalam bentuk cetak, elektronik (CD, CD-ROM, DVD dan lain-lain), audio atau pada internet.Subgolongan ini mencakup:- Penerbitan buku, brosur, leaflet dan publikasi sejenis, termasuk penerbitan kamus dan ensiklopedia- Penerbitan atlas, peta dan grafik- Penerbitan buku audio- Penerbitan ensiklopedia dan lain-lain dalam CD-ROMSubgolongan ini tidak mencakup:- Pembuatan/ produksi bola dunia (globe), lihat 3290- Penerbitan material periklanan, lihat 5819- Penerbitan musik dan lembaran musik, lihat 5920- Kegiatan penulis independen, lihat 9002"
369,149,5812,Penerbitan direktori dan mailing list,"Subgolongan ini mencakup penerbitan daftar informasi (database). Daftar ini dapat diterbitkan dalam bentuk cetak atau elektronik.Subgolongan ini mencakup:- Penerbitan daftar alamat (mailing list)- Penerbitan buku telepon- Penerbitan direktori dan kompilasi lainnya, seperti perkara hukum, kompendium farmasi dan lain-lain"
370,149,5813,"Penerbitan surat kabar, jurnal dan majalah atau terbitan berkala lainnya","Subgolongan ini mencakup:- Penerbitan surat kabar, termasuk surat kabar iklan- Penerbitan majalah atau terbitan berkala dan jurnal lainnya, termasuk penerbitan jadwal siaran radio dan televisiInformasi ini dapat dipublikasikan dalam bentuk elektronik maupun cetak, termasuk di internet."
371,149,5819,Aktivitas penerbitan lainnya,"Subgolongan ini mencakup:- Penerbitan (termasuk penerbitan online) dari katalog, foto, seni grafis dan kartu pos, kartu ucapan, formulir, poster, reproduksi karya seni, material periklanan, materi cetakan lainnya- Penerbitan statistik atau informasi lainnya secara onlineSubgolongan ini tidak mencakup:- Perdagangan eceran perangkat lunak (software), lihat 4741- Penerbitan surat kabar iklan, lihat 5813- Penyediaan perangkat lunak dalam bentuk online (aplikasi hosting dan penyediaan layanan web aplikasi), lihat 6311"
372,150,5820,Penerbitan piranti lunak (Software),"Subgolongan ini mencakup:- Penerbitan perangkat lunak yang siap pakai (bukan atas dasar pesanan): * Penerbitan Sistem operasi * Penerbitan Aplikasi bisnis dan aplikasi lainnya * Penerbitan video game untuk semua platform sistem operasi.Subgolongan ini tidak mencakup:- Reproduksi perangkat lunak, lihat 1820- Perdagangan eceran perangkat lunak yang bukan pesanan, lihat 4741- Produksi perangkat lunak yang tidak terkait dengan penerbitan, lihat 6201- Penyediaan perangkat lunak dalam bentuk online (aplikasi hosting dan penyediaan layanan web aplikasi), lihat 6311"
373,151,5911,"Aktivitas Produksi Gambar Bergerak, Video Dan Program Televisi","Subgolongan ini mencakup:- Pembuatan gambar bergerak, film, video, animasi, program televisi atau iklan televisiSubgolongan ini tidak mencakup:- Penggandaan film (kecuali reproduksi dari film gambar bergerak untuk distribusi bioskop) serta reproduksi audio dan video tape, CD atau DVD dari salinan masternya, lihat 1820- Perdagangan besar video tape , CD, DVD rekaman, lihat 4649- Perdagangan besar video tape, CD dan DVD kosong, lihat 4652- Perdagangan eceran video tape, CD, DVD, lihat 4762- Kegiatan pascaproduksi, lihat 5912- Reproduksi film gambar bergerak untuk distribusi di bioskop, lihat 5912- Perekaman suara dan perekaman buku ke dalam tape, lihat 5920- Membuat program saluran televisi lengkap, lihat 6020- Penyiaran televisi, lihat 6020- Pemrosesan film selain untuk industri gambar bergerak, lihat 7420- Kegiatan agen personil teater atau agen atau badan artis, lihat 7490- Penyewaan video tape, DVD untuk masyarakat umum, lihat 7722- Pemberian teks keterangan simultan (real-time closed captioning) dari pertunjukan langsung (live) televisi, pertemuan, konferensi, dan lain-lain, lihat 8299- Kegiatan aktor, kartunis, direktur, desainer panggung dan spesialis teknis independen, lihat 9002"
