id,kode_2_digit_id,kode_3_digit,judul,deskripsi
139,46,512,Angkutan Udara untuk Kargo,Golongan ini mencakup:- Angkutan barang melalui udara dengan rute dan jadwal reguler- Angkutan barang tidak terjadwal melalui udara- Peluncuran satelit dan kendaraan ruang angkasa- Angkutan luar angkasaGolongan ini juga mencakup:- Penyewaan angkutan udara dengan operatornya untuk tujuan pengangkutan barang.
140,47,521,Pergudangan dan Penyimpanan,"Golongan ini mencakup pengusahaan fasilitas penyimpanan dan pergudangan untuk semua jenis barang, seperti pengoperasian gudang tertutup tempat penyimpan butir-butiran makanan ternak, gudang barang dagangan umum, gudang berpendingin, tangki penyimpanan (minyak, air dan lain-lain). Golongan ini juga mencakup penyimpanan barang di zona perdagangan luar negeri dan gudang pembekuan cepat (blast freezing).Golongan ini tidak termasuk:- Fasilitas parkir untuk kendaraan bermotor, lihat 5221- Pengoperasian real estat fasilitas penyimpanan/gudang, lihat 6811- Penyewaan ruang kosong, lihat 6811"
141,47,522,Aktivitas Penunjang Angkutan,"Golongan ini mencakup kegiatan penunjang angkutan baik angkutan darat, perairan, maupun udara, untuk penumpang atau barang, seperti pengoperasian bagian dari infrastruktur angkutan atau kegiatan yang berkaitan dengan penanganan barang segera sebelum atau setelah pengangkutan atau antarsegmen angkutan. Termasuk pengoperasian dan perawatan dari semua fasilitas angkutan, pengoperasian fasilitas terminal, infrastruktur dan pemadam kebakaran serta jasa pencegahan kebakaran, asisten pengemudi, jasa penanganan dan manajemen barang, jasa penanganan broker dan barang.Tidak termasuk pengelolaan sekolah terbang, kegiatan kurir, provisi asuransi, kegiatan agen perjalanan, kegiatan operator wisata dan kegiatan informasi wisata."
142,48,531,Aktivitas Pos,Golongan ini mencakup kegiatan jasa pos yang diselenggarakan oleh penyelenggara pos yang diberi tugas oleh Pemerintah untuk menyelenggarakan layanan pos universal dan melaksanakan Akta-Akta Perhimpunan Pos Sedunia.
143,48,532,Aktivitas Kurir,"Golongan ini mencakup kegiatan kurir yang tidak beroperasi di bawah pelayanan universal. Aktivitas ini meliputi pengambilan/pengumpulan, penyortiran/pemrosesan, pengangkutan dan/atau pengantaran surat, dokumen, parsel, dan paket baik dalam negeri maupun internasional melalui perusahaan dengan menggunakan satu atau lebih jenis angkutan dan kegiatannya dapat menggunakan angkutan pribadi atau angkutan umum. Jenis dan tarif layanan ditetapkan oleh penyelenggara pos berdasarkan formula perhitungan berbasis biaya sebagaimana ditetapkan oleh pemerintah."
144,49,551,Penyediaan akomodasi jangka pendek,"Golongan ini mencakup penyediaan akomodasi, khususnya untuk harian atau mingguan, pada prinsipnya untuk tinggal dalam jangka pendek sebagai pengunjung. Termasuk penyediaan akomodasi dengan furnitur, lengkap dengan dapur, dengan atau tanpa jasa pramuwisma dan sering kali termasuk beberapa tambahan jasa dan fasilitas seperti fasilitas parkir, penatu, kolam renang, ruang olahraga, fasilitas rekreasi dan ruang rapat. Golongan ini mencakup akomodasi yang disediakan oleh berbagai macam hotel, penginapan, losmen, hostel, villa dan lain-lain."
145,49,559,Penyediaan akomodasi lainnya,"Golongan pokok ini mencakup penyediaan akomodasi untuk jangka yang lebih lama atau sementara baik kamar sendiri atau kamar bersama atau asrama untuk pelajar, pekerja musiman dan sejenisnya. Termasuk kegiatan penyediaan akomodasi ini mencakup tempat tinggal pelajar, asrama sekolah, asrama atau pondok pekerja dan rumah kost."
146,50,561,Restoran dan penyediaan makanan keliling,"Golongan ini mencakup kegiatan yang menyediakan jasa makanan untuk konsumen, baik dilayani maupun swalayan atau diantar. Termasuk penyiapan dan penyajian makanan untuk dikonsumsi segera dari restoran, kafetaria, restoran cepat saji, mobil es krim, penyedia jasa makanan dan minuman keliling dengan kendaraan bermotor atau tidak bermotor, dan penyediaan makanan dalam kedai pasar. Juga termasuk kegiatan restoran yang terdapat dalam sarana angkutan, bila dilaksanakan oleh unit ekonomi yang terpisah."
147,50,562,Jasa Boga Untuk Suatu Event Tertentu (Event Catering) dan penyediaan makanan lainnya,"Golongan ini mencakup kegiatan katering untuk acara individu atau untuk acara pada periode waktu tertentu dan pelaksanaan jasa katering berdasarkan perjanjian, seperti pada fasilitas olahraga atau sejenis."
148,50,563,Penyediaan minuman,"Golongan pokok ini mencakup kegiatan menyiapkan dan menyajikan minuman untuk dikonsumsi di tempat sesuai pesanan, termasuk bar atau pub, kedai minuman, kedai koktil, diskotik (yang utamanya layanan minuman), kedai kopi, penjual minuman keliling dan sejenisnya."
149,51,581,"Aktivitas penerbitan buku, majalah dan terbitan lainnya","Golongan ini mencakup kegiatan penerbitan buku, surat kabar, majalah dan terbitan berkala lainnya, direktori dan mailing list, serta karya-karya lain seperti foto, seni grafis, kartu pos, jadwal, formulir, poster, ikhtisar dan reproduksi karya seni. Karya-karya ini dicirikan dengan daya cipta intelektual yang dibutuhkan dalam pengembangannya dan biasanya dilindungi oleh hak cipta. Termasuk pada golongan ini kegiatan penerbitan buku dalam tampilan dan format elektronik (CD, CD-ROM, DVD dan lain-lain), bentuk audio atau pada internet."
150,51,582,Penerbitan piranti lunak (Software),"Golongan ini mencakup penerbitan perangkat lunak yang siap pakai (bukan atas dasar pesanan). Kegiatan yang tercakup dalam golongan ini adalah penerbitan sistem operasi, penerbitan aplikasi bisnis dan aplikasi lainnya, dan penerbitan video game untuk semua platform sistem operasi."
151,52,591,"Aktivitas Produksi gambar bergerak, video dan program televisi","Golongan ini mencakup pembuatan gambar bergerak baik pada roll film, tape video, DVD atau media lainnya, termasuk distribusi digital, untuk proyeksi langsung bioskop maupun untuk siaran televisi"
152,52,592,Aktivitas Perekaman suara dan penerbitan musik,"Golongan ini mencakup produksi, merilis, mempromosikan dan mendistribusikan rekaman suara. Termasuk kegiatan jasa perekaman suara dan penerbitan musik. Penerbitan buku musik dan lembaran musik dicakup di sini."
153,53,601,Penyiaran radio,"Golongan ini mencakup penyiaran sinyal suara melalui studio penyiaran radio dan fasilitas untuk transmisi program yang berhubungan dengan masyarakat, termasuk mengumpulkan dan menyalurkan program melalui kabel atau satelit, internet (stasiun radio internet), termasuk penyiaran data yang terintegrasi dengan penyiaran radio."
154,53,602,Aktivitas Penyiaran Dan Pemrograman Televisi,"Golongan ini mencakup kegiatan pembuatan program saluran televisi lengkap, dari komponen program yang dibeli (misalnya film, dokumentasi dan lain-lain), komponen program yang dihasilkan sendiri (misalnya berita lokal, laporan langsung) atau kombinasi dari hal tersebut. Program televisi lengkap ini dapat disiarkan baik melalui unit yang menghasilkan atau dihasilkan untuk transmisi melalui distributor pihak ketiga, seperti \""Cable Companies\"" atau penyedia televisi satelit. Termasuk penyiaran data terintegrasi dengan penyiaran televisi."
155,54,611,Aktivitas Telekomunikasi dengan Kabel,"Golongan ini mencakup pengoperasian, pemeliharaan atau penyediaan \""access\"" ke fasilitas untuk pengiriman suara, data, naskah, suara dan video menggunakan infrastruktur telekomunikasi dengan kabel. Fasilitas pengiriman yang melakukan kegiatan ini mungkin didasari pada teknologi tunggal atau kombinasi dari berbagai teknologi. Lebih khusus lagi kegiatan di sini mencakup 1) Pengoperasian dan pemeliharaan fasilitas switching dan transmisi untuk menyediakan komunikasi titik ke titik melalui saluran darat, gelombang, atau kombinasi dari saluran darat dan perhubungan satelit"
156,54,612,Aktivitas Telekomunikasi tanpa kabel,"Golongan ini mencakup pengoperasian, pemeliharaan atau penyediaan akses ke fasilitas untuk pengiriman suara, data, teks, bunyi dan video menggunakan infrastruktur telekomunikasi tanpa kabel. Termasuk pengiriman langsung melalui gelombang udara dan mungkin didasari atas teknologi tunggal atau kombinasi dari berbagai teknologi, perawatan dan pengoperasian nomor panggilan seperti jaringan telekomunikasi selular dan tanpa kabel lainnya, pembelian akses dan kapasitas jaringan dari pemilik dan operator jaringan dan penyediaan jasa telekomunikasi tanpa kabel (kecuali satelit) yang menggunakan kemampuan ini untuk bisnis dan rumah tangga. Termasuk kegiatan penyediaan akses internet melalui operator dari infrastruktur tanpa kabel."
157,54,613,Aktivitas Telekomunikasi satelit,"Golongan ini mencakup kegiatan pengoperasian, pemeliharaan atau penyediaan akses ke fasilitas untuk pengiriman suara, data, teks, bunyi dan video menggunakan infrastruktur telekomunikasi satelit. Termasuk pengiriman dari pemograman visual, aural atau secara teks yang diterima dari jaringan kabel, stasiun televisi lokal atau jaringan radio ke konsumen melalui sistem satelit langsung ke rumah. Termasuk kegiatan penyediaan akses internet melalui operator dari infrastruktur satelit."
158,54,619,Aktivitas Telekomunikasi lainnya,"Golongan ini mencakup penyediaan aplikasi telekomunikasi khusus, seperti penelusuran jejak lewat satelit, telementri komunikasi dan operasi stasiun radar, termasuk di sini adalah pengoperasian stasiun terminal satelit dan fasilitas terkait yang secara operasional dihubungkan dengan satu atau lebih sistem komunikasi darat dan mempunyai kemampuan mengirim komunikasi kepada sistem satelit atau menerima komunikasi dari sistem satelit, penyediaan akses internet melalui jaringan antara klien dan ISP yang bukan dimiliki atau dikontrol oleh ISP, seperti akses internet langsung (dial-up) dan lain-lain dan penyediaan jasa telekomunikasi melalui koneksi telekom yang ada (seperti penyediaan VOIP) dan penjualan kembali telekomunikasi (yaitu pembelian dan penjualan kapasitas jaringan tanpa penyediaan jasa tambahan). Golongan ini tidak mencakup akses internet melalui operator infrastruktur telekomunikasi."
159,55,620,"Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI","Golongan ini mencakup kegiatan penulisan, modifikasi, pengujian dan penyediaan pendukung piranti lunak (software) untuk memenuhi kebutuhan dari klien. Termasuk perencanaan, perancangan, penyediaan dan instalasi"
160,56,631,"Aktivitas pengolahan data, hosting dan kegiatan ybdi; portal web",
161,56,639,Aktivitas jasa informasi lainnya,"Golongan ini mencakup kegiatan kantor berita dan semua kegiatan jasa informasi lainnya yang tidak diklasifikasi di tempat lain.Golongan ini tidak mencakup:- Kegiatan perpustakaan dan arsip, lihat 9101"
162,57,641,Perantara moneter,"Golongan ini mencakup perolehan dana dalam bentuk simpanan yang dapat dipindahkan atau ditransfer, yaitu dana yang ditentukan dalam bentuk uang, dan diperoleh secara harian, terpisah dari bank sentral, diperoleh dari sumber non keuangan. Bank sentral mencakup pelaksanaan tugas untuk menetapkan dan melaksanakan kebijakan moneter"
163,57,642,Aktivitas Perusahaan Holding,"Golongan ini mencakup kegiatan dari perusahaan holding (holding companies), yaitu perusahaan yang menguasai aset dari sekelompok perusahaan subsidiari dan kegiatan utamanya adalah kepemilikan kelompok tersebut. \""Holding Companies\"" tidak terlibat dalam kegiatan usaha perusahaan subsidiarinya. Golongan ini tidak mencakup kegiatan manajemen perusahaan, perencanaan strategi, dan pembuat keputusan perusahaan."
164,57,643,"Trust, Pendanaan dan Entitas Keuangan Sejenis","Golongan ini mencakup entitas legal yang dibentuk untuk mengumpulkan saham atau sekuritas atau aset keuangan lainnya, tanpa pengaturan, atas nama pemegang saham atau yang memperoleh keuntungan. Portofolionya disesuaikan untuk mendapatkan karakteristik investasi yang spesifik, seperti diversifikasi, risiko, tingkat pengembalian dan kondisi yang rentan akan perubahan harga. Entitas ini memperoleh bunga, dividen dan pendapatan properti lainnya, tetapi mempunyai sedikit bahkan tidak mempunyai pekerjaan dan tidak ada pendapatan dari penjualan jasa. Tidak tercakup di sini wali amanat (trustee) dan pembiayaan yang memperoleh pendapatan dari penjualan barang atau jasa, kegiatan perusahaan holding, dana pensiun, dan manajemen pembiayaan."
165,57,644,Otoritas Jasa Keuangan (OJK),Golongan ini mencakup kegiatan menyelenggarakan sistem pengaturan dan pengawasan yang terintegrasi terhadap keseluruhan kegiatan di dalam sektor jasa keuangan.
166,57,645,Lembaga Penjamin Simpanan (LPS),"Golongan ini mencakup kegiatan perolehan dana LPS yang berasal dari:- kontribusi bank saat pertama kali menjadi peserta,- pembayaran premi penjaminan, dan- hasil investasi.Dalam rangka memelihara stabilitas sistem perbankan, LPS melaksanakan penanganan (resolusi) bank gagal dengan beberapa metode yaitu: - Purchase and Assumptions (P&A),- Bridge bank,- Penyertaan Modal Sementara (PMS), dan- Likuidasi bank"
167,57,649,"Aktivitas Jasa Keuangan Lainnya, Bukan Asuransi, Penjaminan, dan Dana Pensiun","Golongan ini mencakup usaha jasa keuangan lainnya berupa pemberian pinjaman atau yang dapat disetarakan dengan pinjaman tidak termasuk kegiatan perantara moneter. Usaha aktivitas jasa keuangan lainnya, bukan asuransi, penjaminan, dan dana pensiun antara lain terdiri dari perusahaan pembiayaan, pergadaian, perusahaan modal ventura, perusahaan pembiayaan infrastruktur, penyelenggara layanan pinjam meminjam uang berbasis teknologi informasi (fintech peer to peer lending), dan aktivitas jasa keuangan lainnya."
168,58,651,Asuransi dan Penjaminan,"Golongan ini mencakup usaha asuransi dan penjaminan, dengan kegiatan usaha meliputi kegiatan penyelenggaraan usaha jasa pertanggungan pengelolaan risiko yang memberikan penggantian kerugian atas suatu risiko atau pembayaran manfaat asuransi serta kegiatan pemberian jaminan oleh penjamin atas pemenuhan kewajiban finansial terjamin kepada penerima jaminan. Usaha asuransi dan penjaminan antara lain terdiri dari asuransi jiwa, asuransi umum, penjaminan, baik yang diselenggarakan secara konvensional atau berdasarkan prinsip syariah."
169,58,652,Reasuransi dan Penjaminan Ulang,"Golongan ini mencakup usaha reasuransi dan penjaminan ulang, dengan kegiatan usaha meliputi penyelenggaraan usaha jasa pertanggungan ulang dan penjaminan ulang. Usaha reasuransi dan penjaminan ulang terdiri dari reasuransi dan penjaminan ulang, baik yang diselenggarakan secara konvensional atau berdasarkan prinsip syariah."
170,58,653,Dana pensiun,"Golongan ini mencakup kegiatan usaha dana pensiun, dengan kegiatan usaha meliputi pengelolaan dan penyelenggaraan program yang menjanjikan manfaat pensiun. Tidak dicakup di sini manajemen pendanaan pensiun, skema jaminan sosial wajib."
171,59,661,"Aktivitas penunjang jasa keuangan, bukan asuransi dan dana pensiun","Golongan ini mencakup kegiatan melengkapi pasar secara fisik atau elektronik untuk tujuan memfasilitasi pembeli dan penjual saham, pilihan persediaan, surat obligasi atau kembali komoditi. Di sini mencakup kegiatan pelaksanaan dan pengawasan bursa pasar keuangan, pedagang perantara keuangan dan pembantu untuk kegiatan jasa keuangan seperti pengolahan transaksi dan kegiatan penyelesaian, komisaris, penggadaian dan jasa pemeliharaan atas dasar balas jasa atau kontrak."
172,59,662,"Aktivitas Penunjang Asuransi, Penjaminan dan Dana Pensiun","Golongan ini mencakup usaha aktivitas:- penilaian risiko dan kerugian dengan kegiatan usaha meliputi penilai risiko asuransi dan penilai kerugian asuransi- agen, broker, pialang asuransi dan penjaminan dengan kegiatan usaha meliputi agen asuransi, pialang asuransi, pialang reasuransi, agen penjamin, broker penjaminan, dan broker penjaminan ulang. - penunjang lainnya untuk asuransi, penjaminan, dan dana pensiun lainnya dengan kegiatan usaha meliputi: konsultan aktuaria"
173,59,663,Aktivitas Manajemen Dana,"Golongan ini mencakup kegiatan portofolio dan manajemen pendanaan atas dasar balas jasa atau kontrak, seperti manajemen dana bersama selain dana pensiun."
174,59,664,Aktivitas Penyelenggaraan Sistem Pembayaran dan Jasa Pengolahan Uang Rupiah,Golongan ini mencakup kegiatan yang berkaitan dengan penyediaan jasa dalam rangka pemindahan sejumlah nilai uang dari satu pihak ke pihak lainnya yang dilaksanakan oleh bank maupun selain bank dan kegiatan jasa pengolahan uang rupiah.
175,60,681,Real Estat yang dimiliki sendiri atau disewa dan kawasan pariwisata,"Golongan ini mencakup pembelian, penjualan, penyewaan dan pengoperasian real estat, gedung dan hunian, mall dan tempat pembelanjaan serta tanah milik sendiri atau yang disewa, juga penyediaan hunian untuk penggunaan yang lebih lama, khususnya dalam bulanan atau tahunan. Golongan ini juga mencakup pembangunan gedung yang dikelola sendiri. Termasuk pengusahaan kawasan pariwisata. Tidak mencakup pengembangan proyek bangunan, penyediaan hotel dan akomodasi sejenis dan non hunian lainnya atau tempat akomodasi jangka pendek."
176,60,682,Real estat atas dasar balas jasa (fee) atau kontrak,"Golongan ini mencakup kegiatan penyediaan real estat atas dasar balas jasa atau kontrak, termasuk jasa yang berkaitan dengan real estat, seperti jasa perantara, manajemen real estat atas dasar balas jasa atau kontrak, jasa penaksiran untuk real estat dan agen pihak ketiga real estat."
177,61,691,Aktivitas Hukum,"Golongan ini mencakup kegiatan perwakilan hukum suatu kepentingan kelompok melawan kelompok lain oleh seseorang yang menjadi anggota pengadilan yang menyediakan jasa perwakilan dan penasihat hukum dalam kasus perdata, pidana dan perselisihan tenaga kerja, penasihat hukum dan konsultasi umum dan syarat-syarat hukum dan usaha lain. Golongan ini tidak mencakup kegiatan pengadilan."
178,61,692,"Aktivitas akuntansi, pembukuan dan pemeriksa; konsultasi pajak","Golongan ini mencakup kegiatan pencatatan transaksi komersial usaha atau lainnya, penyiapan atau pengauditan catatan keuangan, pemeriksaan laporan rekening dan sertifikasi ketelitian, penyiapan pengembalian pajak pendapatan perorangan atau usaha, kegiatan pelaporan dan perwakilan (selain perwakilan hukum) atas nama klien di hadapan kekuasaan pajak."
179,62,701,Aktivitas Kantor Pusat,"Golongan ini mencakup kegiatan pengelolaan dan pengawasan unit lain dalam perusahaan atau enterprise, melakukan perencanaan strategis dan organisasional dan memegang peranan membuat keputusan perusahaan atau enterprise. Kegiatan pada golongan ini melakukan pengelolaan dan pengawasan operasional sehari-hari yang berkaitan dengan kegiatan tersebut. Golongan ini mencakup kegiatan kantor pusat, kantor administrasi terpusat, kantor berbadan hukum, kantor wilayah dan kantor daerah dan kantor manajemen cabang. Golongan ini tidak mencakup kegiatan holding company, yang tidak terkait dalam manajemen."
180,62,702,Aktivitas konsultasi manajemen,"Golongan ini mencakup kegiatan penyediaan nasihat, petunjuk dan bantuan operasional untuk usaha dan organisasi lain pada berbagai persoalan manajemen, penyediaan jasa bisnis ini dapat mencakup nasihat, petunjuk dan bantuan operasional untuk usaha dan layanan masyarakat atau umum pada berbagai aspek manajemen dan operasional."
181,63,711,Aktivitas arsitektur dan keinsinyuran serta konsultasi teknis ybdi,"Golongan ini mencakup kegiatan penyediaan jasa arsitektur, keinsinyuran, drafting, inspeksi bangunan, pengukuran tanah, pembuatan peta dan jasa sejenisnya. Golongan ini juga mencakup kegiatan perancangan dan konsultasi perencanaan proyek, kota (besar/kecil), kegiatan perancangan yang mencakup arsitektur landscape, permesinan dan berbagai bidang teknik mesin. Golongan ini mencakup kegiatan perluasan proyek berbagai fasilitas dan yang berhubungan dengan kegiatan pengukuran tanah geologi."
182,63,712,Analisis dan uji teknis,"Golongan ini mencakup kegiatan pelaksanaan pengujian fisik, kimiawi dan analisis lain dari semua jenis barang dan bahan termasuk pengujian kinerja, kekuatan dan komposisi bahan, di bidang makanan, non makanan, pengujian dan pengukuran indikator lingkungan, seperti polusi udara dan air dan lain-lain diantaranya. Golongan ini juga mencakup kegiatan sertifikasi produk dan operasional laboratorium kepolisian. Golongan ini tidak mencakup kegiatan pengujian spesimen binatang."
183,64,721,Penelitian dan pengembangan ilmu pengetahuan alam dan ilmu teknologi dan rekayasa,"Golongan ini mencakup kegiatan penelitian dan pengembangan eksperimental pada ilmu pengetahuan alam dan teknik. Selain penelitian dan pengembangan eksperimental bioteknologi, seperti penelitian dan pengembangan eksperimental pada ilmu pengetahuan alam, teknik dan teknologi, ilmu kedokteran (biteknologi), ilmu pertanian dan pengembangan dan penelitian antarcabang ilmu pengetahuan (interdisipliner), yang utamanya ilmu pengetahuan alam dan teknik."
184,64,722,Penelitian dan pengembangan ilmu pengetahuan sosial dan humaniora,"Golongan ini mencakup kegiatan penelitian dan pengembangan pada ilmu pengetahuan sosial dan humaniora, seperti penelitian dan pengembangan pada bidang kemanusiaan, pengembangan dan penelitian antarcabang ilmu pengetahuan, yang utamanya ilmu pengetahuan sosial dan bidang humaniora."
185,65,731,Periklanan,"Golongan ini mencakup kegiatan penyediaan sekumpulan jasa periklanan (baik dengan kemampuan sendiri atau disubkontrakkan) termasuk jasa penasihat, kreatif dan produksi bahan iklan, perencanaan dan pembelian media. Golongan ini mencakup kegiatan pembuatan dan realisasi kampanye periklanan dalam berbagai cara media komunikasi (seperti surat kabar, radio, televisi, internet dan periklanan di udara dan tempat terbuka). Golongan ini juga mencakup kegiatan memimpin pemasaran kampanye dan jasa periklanan lain yang bertujuan untuk menarik dan mendapatkan pelanggan."
186,65,732,Penelitian pasar dan jajak pendapat masyarakat,"Golongan ini mencakup kegiatan investigasi potensial pasar, penerimaan dan keberadaan produk dan kebiasaan membeli pelanggan untuk tujuan promosi penjualan dan pengembangan produk baru, termasuk analisis statistik hasil penelitian, investigasi sampai pengumpulan pendapat masyarakat tentang masalah politik, ekonomi dan sosial dan analisis statistik dari masalah-masalah tersebut di atas."
187,66,741,Aktivitas Desain Khusus,"Golongan ini mencakup kegiatan penyediaan desain industri, desain interior, desain komunikasi visual/desain grafis, dan desain konten kreatif. Termasuk kegiatan jasa pesanan dan/atau atas inisiatif kreasi sendiri."
188,66,742,Aktivitas fotografi,"Golongan ini mencakup kegiatan fotografi, seperti produksi foto komersial dan konsumen, pemotretan gambar atau orang untuk berbagai keperluan, pemrosesan foto dan film, mounting slide, pengopian dan perbaikan atau pengubahan transparansi berhubungan dengan foto dan jasa yang berkaitan lainnya. Golongan ini juga mencakup kegiatan jurnalis foto, pembuatan mikrofilm dan dokumen. Kegiatan pemrosesan film gambar bergerak yang berhubungan dengan gambar bergerak dan industri teknisi serta kegiatan kartografik dan informasi mengenai ruang tempat (spasial) tidak tercakup dalam golongan ini."
189,66,743,Aktivitas Sertifikasi Profesi/Personel,Golongan ini mencakup kegiatan dari lembaga sertifikasi yang melakukan sertifikasi terhadap orang berdasarkan kompetensi yang dimilikinya dan lembaga lain yang sejenis.
190,66,749,"Aktivitas profesional, ilmiah dan teknis lainnya ytdl","Golongan ini mencakup berbagai kegiatan jasa yang umumnya dilakukan untuk klien komersial. Kegiatan tersebut mencakup kegiatan yang membutuhkan tingkat keahlian profesional, ilmiah dan keahlian secara teknis yang lebih, tetapi tidak termasuk yang terus menerus, bisnis rutin yang fungsi yang biasanya berjangka pendek. Termasuk di sini kegiatan terjemahan dan interpretasi, bisnis komisi, keamanan, pertanian, lingkungan dan penasihat teknis."
191,67,750,Aktivitas Kesehatan Hewan,"Golongan ini mencakup penyediaan perawatan kesehatan hewan dan kegiatan pengawasan untuk hewan ternak dan hewan piaraan dilakukan oleh dokter hewan yang memenuhi syarat pada rumah sakit hewan, seperti halnya ketika mengunjungi peternakan, kandang atau rumah atau di tempat lain. Di sini juga mencakup pengobatan klinik hama penyakit dan kegiatan diagnostik lainnya dari asisten dokter hewan atau personil lainnya dan kegiatan ambulans hewan."
192,68,771,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya","Golongan ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operasional leasing) jenis kendaraan seperti mobil penumpang (tanpa sopir), truk, trailer atau gandengan dan kendaraan rekreasi. Golongan ini tidak mencakup kegiatan persewaan atau leasing kendaraan dan trailer atau gandengan dengan sopir dan leasing finansial."
193,68,772,Aktivitas penyewaan dan sewa guna usaha tanpa hak opsi barang pribadi dan rumah tangga,"Golongan ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operational leasing) barang pribadi dan rumah tangga seperti halnya kegiatan penyewaan peralatan olahraga dan rekreasi serta video tape. Kegiatan ini umumnya mencakup penyewaan jangka pendek barang meskipun untuk kondisi tertentu, barang tersebut mungkin disewa untuk jangka panjang."
194,68,773,"Aktivitas penyewaan dan sewa guna usaha tanpa hak opsi mesin, peralatan dan barang berwujud lainnya","Golongan ini mencakup kegiatan penyewaan dan sewa guna usaha tanpa hak opsi (operasional leasing) mesin, peralatan dan barang berwujud lainnya, tanpa operator yang umumnya dipakai sebagai barang modal usaha. Golongan ini juga mencakup semua jenis peralatan yang digunakan dalam proses produksi. Golongan ini tidak mencakup kegiatan penyewaan mesin atau peralatan pertanian dan kehutanan dengan operator (0161 dan 0240), mesin dan peralatan konstruksi dan bangunan sipil dengan operator (Golongan pokok 43), alat transportasi air dengan operator (Golongan pokok 50), alat transportasi udara dengan operator (Golongan pokok 51), kegiatan pembiayaan (finansial leasing masuk 6491) dan kapal pesiar dan sepeda (7721). Penyewaan kendaraan bermotor roda empat atau lebih tanpa operator baik untuk penumpang, rekreasi dan lainnya masuk golongan 771."
195,68,774,"Sewa guna usaha tanpa hak opsi aset non finansial, bukan karya hak cipta","Golongan ini mencakup kegiatan yang mengizinkan pihak lain menggunakan aset non finansial di mana pembayaran royalti atau balas jasa lisensi dibayarkan pada pemilik aset. Pengguna aset ini dapat menggunakan berbagai bentuk, seperti izin untuk reproduksi, penggunaan pada produk atau proses selanjutnya, pengoperasian bisnis atau usaha dengan cara franchise atau waralaba dan lain-lain. Golongan ini mencakup kegiatan sewa guna usaha tanpa hak opsi (operational leasing) aset tak berwujud non finansial (bukan karya cipta yang dilindungi seperti buku atau software), seperti halnya penerima royalti atau balas jasa lisensi untuk penggunaan hak paten, seperti trade mark atau service mark, brand name, izin eksplorasi mineral, perjanjian franchise atau waralaba dan aset tak berwujud non finansial lainnya."
196,69,781,Aktivitas penempatan tenaga kerja,"Golongan ini mencakup kegiatan pemenuhan permintaan tenaga kerja dengan pendaftaran pekerjaan dan penempatan tenaga kerja pada suatu pekerjaan, di mana penetapan dan penempatan individu yang bukan pegawai perusahaan penempatan tenaga kerja. Golongan ini mencakup kegiatan pencarian, penyeleksian dan penempatan, termasuk pencarian dan penempatan pekerja atau buruh eksekutif, pemilihan pemain teater, agen penempatan pekerja secara on-line. Golongan ini tidak mencakup kegiatan sponsor artis atau pemain teater perorangan."
197,69,782,Aktivitas penyediaan tenaga kerja waktu tertentu,"Golongan ini mencakup kegiatan penyediaan tenaga kerja untuk pemberi kerja pada jangka waktu tertentu dalam rangka penambahan tenaga kerja, di mana penyediaan tenaga kerja adalah pegawai tidak tetap atau sementara yang membantu suatu unit. Kegiatan yang diklasifikasikan di sini tidak menyediakan pengawas langsung untuk pekerja sementara yang ditempatkan pada pemberi kerja."
198,69,783,Penyediaan sumber daya manusia dan manajemen fungsi sumber daya manusia,"Golongan ini mencakup kegiatan penyediaan sumber daya manusia dan jasa manajemen sumber daya manusia untuk pemberi kerja. Kegiatan ini secara khusus menyelenggarakan dalam cakupan luas sumber daya manusia dan tugas manajemen personil. Kegiatan ini mewakili pihak pengusaha dalam pencatatan pekerja dalam hal yang berhubungan dengan daftar gaji atau upah, pajak dan masalah fiskal dan sumber daya manusia lain."
199,69,784,Pelatihan Kerja,"Golongan ini mencakup keseluruhan kegiatan untuk memberi, memperoleh, meningkatkan, serta mengembangkan kompetensi kerja, produktivitas, disiplin, sikap, dan etos kerja pada tingkat keterampilan dan keahlian tertentu sesuai dengan jenjang dan kualifikasi jabatan atau pekerjaan. Golongan ini mencakup kegiatan penyediaan jasa pelatihan kerja dalam rangka peningkatan kompetensi dan produktivitas yang sesuai dengan kebutuhan industri. Pelatihan kerja ditujukan bagi angkatan kerja dalam usia produktif."
200,70,791,Aktivitas Agen Perjalanan dan Penyelenggara Tur,"Golongan ini mencakup kegiatan keagenan yang utamanya berkaitan dalam penjualan paket wisata, tur, transportasi dan akomodasi pada masyarakat umum dan klien komersial dan kegiatan yang mengurus dan mengelola tur yang dijual melalui agen perjalanan atau secara langsung oleh agen, seperti penyelenggara tur. Kegiatan ini dapat berdasarkan penjualan partai besar atau eceran pada masyarakat umum dan klien komersial. Tur di sini dapat mencakup beberapa atau semua komponen berikut ini, seperti transportasi, akomodasi atau penginapan, makanan dan minuman, kunjungan ke tempat wisata atau suatu pertunjukkan. Golongan pokok ini juga mencakup kegiatan pemandu wisata."
